number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,closed_code,resolved_by,resolved_at,closed_at
INC100306,In Progress,False,3,2,2,False,user4,user3,2023-12-05 09:48:00,user4,2023-12-05 09:48:00,user4,2023-12-07 08:48:00,Portal,Mumbai,Infrastructure,Memory,Memory issue observed,Server-60,High,Low,P1,Network Team,user5,True,False,False,PRB2920,RFC6480,AWS,Network,Solved,user3,2023-12-06 10:48:00,2023-12-07 08:48:00
INC100307,New,False,0,1,9,True,user2,user3,2024-08-19 05:09:00,user3,2024-08-19 05:09:00,user2,2024-08-20 01:09:00,Email,Delhi,Application,Error,Error issue observed,Server-69,Medium,Medium,P2,L2 Support,user4,True,False,True,PRB3841,RFC4459,Azure,Software,Cancelled,user1,2024-08-19 13:09:00,2024-08-20 01:09:00
INC100308,Closed,True,2,0,6,True,user1,user3,2023-07-10 06:12:00,user2,2023-07-10 06:12:00,user2,2023-07-13 06:12:00,Phone,Delhi,Database,Query Slow,Query Slow issue observed,Server-30,High,High,P1,L2 Support,user3,True,True,True,PRB4484,RFC3981,AWS,User Error,Cancelled,user3,2023-07-12 09:12:00,2023-07-13 06:12:00
INC100309,Resolved,False,5,0,10,False,user1,user5,2023-07-11 21:22:00,user4,2023-07-11 21:22:00,user3,2023-07-13 09:22:00,Portal,Delhi,Security,Access,Access issue observed,Server-9,Medium,Medium,P2,DB Team,user4,False,False,False,PRB6280,RFC8966,GCP,User Error,Duplicate,user3,2023-07-13 03:22:00,2023-07-13 09:22:00
INC100310,In Progress,False,3,3,7,True,user4,user2,2024-10-28 21:33:00,user4,2024-10-28 21:33:00,user5,2024-10-30 14:33:00,Phone,Bangalore,Application,Crash,Crash issue observed,Server-50,Low,Medium,P3,L1 Support,user3,True,False,False,PRB4992,RFC5301,Azure,User Error,Duplicate,user3,2024-10-29 20:33:00,2024-10-30 14:33:00
INC100311,New,True,4,3,10,False,user3,user5,2023-11-12 18:15:00,user1,2023-11-12 18:15:00,user2,2023-11-13 17:15:00,Portal,Mumbai,Network,DNS,DNS issue observed,Server-1,High,Medium,P1,Network Team,user3,False,True,False,PRB8683,RFC3794,AWS,Software,Solved,user4,2023-11-13 15:15:00,2023-11-13 17:15:00
INC100312,New,True,0,2,1,True,user1,user5,2023-10-21 01:51:00,user5,2023-10-21 01:51:00,user5,2023-10-22 14:51:00,Email,Bangalore,Network,Latency,Latency issue observed,Server-29,High,Low,P1,L1 Support,user3,True,True,False,PRB8090,RFC3580,AWS,Software,Solved,user5,2023-10-21 16:51:00,2023-10-22 14:51:00
INC100313,In Progress,True,0,2,9,False,user4,user3,2024-05-27 20:51:00,user4,2024-05-27 20:51:00,user4,2024-05-29 06:51:00,Phone,Kolkata,Infrastructure,Memory,Memory issue observed,Server-54,Medium,Low,P2,DB Team,user3,False,True,True,PRB9276,RFC9408,Azure,Network,Cancelled,user1,2024-05-28 23:51:00,2024-05-29 06:51:00
INC100314,New,False,5,2,4,False,user2,user1,2024-09-13 17:39:00,user5,2024-09-13 17:39:00,user4,2024-09-17 14:39:00,Phone,Mumbai,Database,Deadlock,Deadlock issue observed,Server-27,High,High,P1,Network Team,user4,True,True,False,PRB9069,RFC1271,Azure,Hardware,Duplicate,user2,2024-09-16 15:39:00,2024-09-17 14:39:00
INC100315,New,True,3,0,2,False,user3,user3,2023-07-23 23:54:00,user1,2023-07-23 23:54:00,user5,2023-07-26 16:54:00,Phone,Delhi,Database,Deadlock,Deadlock issue observed,Server-7,Medium,High,P2,Network Team,user2,True,False,True,PRB3884,RFC4793,Azure,User Error,Duplicate,user4,2023-07-26 00:54:00,2023-07-26 16:54:00
INC100316,Resolved,True,3,0,6,True,user2,user5,2023-12-19 08:04:00,user3,2023-12-19 08:04:00,user2,2023-12-20 03:04:00,Phone,Delhi,Database,Connection,Connection issue observed,Server-67,Low,Low,P3,Security Team,user5,True,True,True,PRB1860,RFC1299,AWS,User Error,Duplicate,user1,2023-12-20 02:04:00,2023-12-20 03:04:00
INC100317,New,False,4,0,9,False,user4,user2,2024-08-30 20:12:00,user2,2024-08-30 20:12:00,user4,2024-09-03 03:12:00,Portal,Delhi,Database,Connection,Connection issue observed,Server-14,High,High,P1,L2 Support,user2,False,False,True,PRB9690,RFC4738,Azure,Network,Cancelled,user3,2024-09-02 16:12:00,2024-09-03 03:12:00
INC100318,In Progress,False,0,3,7,False,user3,user1,2024-09-20 11:07:00,user4,2024-09-20 11:07:00,user3,2024-09-23 07:07:00,Email,Mumbai,Database,Connection,Connection issue observed,Server-29,High,Medium,P1,Security Team,user3,False,True,False,PRB2885,RFC4671,AWS,Hardware,Solved,user5,2024-09-23 03:07:00,2024-09-23 07:07:00
INC100319,In Progress,True,3,3,5,False,user5,user2,2023-12-21 16:18:00,user5,2023-12-21 16:18:00,user4,2023-12-22 09:18:00,Portal,Mumbai,Security,Vulnerability,Vulnerability issue observed,Server-28,Low,High,P3,L1 Support,user2,True,True,True,PRB2733,RFC8959,GCP,User Error,Duplicate,user3,2023-12-21 18:18:00,2023-12-22 09:18:00
INC100320,Resolved,True,1,1,8,True,user2,user2,2023-04-15 17:55:00,user4,2023-04-15 17:55:00,user1,2023-04-16 04:55:00,Portal,Kolkata,Infrastructure,Disk,Disk issue observed,Server-64,Medium,Medium,P2,Security Team,user3,True,False,False,PRB7047,RFC3303,Azure,Hardware,Solved,user4,2023-04-16 00:55:00,2023-04-16 04:55:00
INC100321,In Progress,True,1,1,6,True,user2,user1,2023-11-12 08:55:00,user5,2023-11-12 08:55:00,user4,2023-11-14 11:55:00,Phone,Mumbai,Infrastructure,Disk,Disk issue observed,Server-44,High,Low,P1,Network Team,user5,True,False,True,PRB5377,RFC1470,GCP,User Error,Duplicate,user2,2023-11-14 04:55:00,2023-11-14 11:55:00
INC100322,Closed,False,4,1,6,True,user1,user5,2024-11-18 22:16:00,user1,2024-11-18 22:16:00,user3,2024-11-21 06:16:00,Email,Bangalore,Infrastructure,Memory,Memory issue observed,Server-9,Medium,Medium,P2,L2 Support,user1,False,False,False,PRB3126,RFC6509,AWS,Hardware,Duplicate,user1,2024-11-20 13:16:00,2024-11-21 06:16:00
INC100323,Resolved,True,5,3,7,False,user2,user5,2023-12-17 06:30:00,user1,2023-12-17 06:30:00,user5,2023-12-17 12:30:00,Phone,Bangalore,Security,Patch,Patch issue observed,Server-58,Low,Medium,P3,Network Team,user1,True,True,False,PRB7885,RFC8195,Azure,Network,Solved,user4,2023-12-17 09:30:00,2023-12-17 12:30:00
INC100324,Resolved,True,3,2,6,False,user1,user4,2024-08-09 06:48:00,user2,2024-08-09 06:48:00,user2,2024-08-10 13:48:00,Portal,Delhi,Infrastructure,Disk,Disk issue observed,Server-93,Medium,Low,P2,L1 Support,user1,False,False,False,PRB1937,RFC1092,Azure,User Error,Cancelled,user4,2024-08-09 19:48:00,2024-08-10 13:48:00
INC100325,Resolved,True,3,2,8,False,user3,user5,2024-09-02 18:31:00,user5,2024-09-02 18:31:00,user5,2024-09-04 19:31:00,Email,Bangalore,Security,Patch,Patch issue observed,Server-32,Medium,Medium,P2,DB Team,user4,True,True,False,PRB1348,RFC6354,Azure,Network,Solved,user4,2024-09-04 18:31:00,2024-09-04 19:31:00
INC100326,Resolved,False,3,0,7,False,user4,user4,2024-10-28 00:32:00,user4,2024-10-28 00:32:00,user4,2024-10-29 06:32:00,Phone,Kolkata,Network,Packet Loss,Packet Loss issue observed,Server-64,Low,Low,P3,L2 Support,user2,False,True,False,PRB8139,RFC4319,OnPrem,User Error,Cancelled,user2,2024-10-29 02:32:00,2024-10-29 06:32:00
INC100327,Resolved,False,4,1,9,True,user3,user4,2023-08-28 21:39:00,user5,2023-08-28 21:39:00,user2,2023-09-01 11:39:00,Email,Delhi,Security,Access,Access issue observed,Server-48,High,High,P1,Network Team,user5,True,True,True,PRB2201,RFC3208,Azure,User Error,Solved,user3,2023-08-31 14:39:00,2023-09-01 11:39:00
INC100328,Resolved,True,0,1,7,True,user4,user5,2024-09-08 21:24:00,user4,2024-09-08 21:24:00,user4,2024-09-10 20:24:00,Phone,Mumbai,Security,Access,Access issue observed,Server-7,Medium,High,P2,L1 Support,user1,False,True,True,PRB1840,RFC1497,GCP,User Error,Cancelled,user1,2024-09-09 23:24:00,2024-09-10 20:24:00
INC100329,New,True,5,1,5,True,user2,user1,2023-07-05 03:03:00,user4,2023-07-05 03:03:00,user5,2023-07-08 04:03:00,Phone,Bangalore,Infrastructure,Memory,Memory issue observed,Server-21,High,Low,P1,Security Team,user3,False,True,False,PRB6695,RFC9371,GCP,User Error,Cancelled,user4,2023-07-08 02:03:00,2023-07-08 04:03:00
INC100330,In Progress,True,2,3,2,True,user2,user1,2023-02-06 16:16:00,user2,2023-02-06 16:16:00,user5,2023-02-07 13:16:00,Portal,Delhi,Security,Access,Access issue observed,Server-33,Low,Low,P3,L2 Support,user5,True,False,False,PRB4177,RFC3091,Azure,Network,Solved,user4,2023-02-06 20:16:00,2023-02-07 13:16:00
INC100331,Resolved,False,4,2,1,True,user2,user1,2023-02-16 12:10:00,user5,2023-02-16 12:10:00,user5,2023-02-17 15:10:00,Email,Delhi,Security,Vulnerability,Vulnerability issue observed,Server-72,High,Medium,P1,L2 Support,user5,True,False,False,PRB3684,RFC9221,AWS,Network,Duplicate,user3,2023-02-16 23:10:00,2023-02-17 15:10:00
INC100332,New,True,5,3,2,False,user5,user4,2023-03-25 05:41:00,user4,2023-03-25 05:41:00,user4,2023-03-26 20:41:00,Phone,Bangalore,Database,Deadlock,Deadlock issue observed,Server-95,Low,Medium,P3,L2 Support,user4,False,False,False,PRB7327,RFC1870,Azure,Network,Cancelled,user5,2023-03-26 16:41:00,2023-03-26 20:41:00
INC100333,New,False,0,2,10,True,user2,user4,2023-06-25 11:45:00,user1,2023-06-25 11:45:00,user5,2023-06-26 07:45:00,Phone,Bangalore,Infrastructure,Memory,Memory issue observed,Server-72,Medium,Low,P2,L1 Support,user5,True,True,True,PRB4522,RFC7550,OnPrem,Software,Duplicate,user3,2023-06-26 06:45:00,2023-06-26 07:45:00
INC100334,New,False,4,1,4,False,user5,user5,2024-04-21 01:25:00,user1,2024-04-21 01:25:00,user5,2024-04-23 03:25:00,Portal,Delhi,Application,Error,Error issue observed,Server-70,Medium,Low,P2,L2 Support,user4,False,True,True,PRB9095,RFC9631,GCP,Software,Duplicate,user1,2024-04-22 18:25:00,2024-04-23 03:25:00
INC100335,In Progress,False,3,0,4,True,user1,user4,2023-10-09 16:37:00,user5,2023-10-09 16:37:00,user2,2023-10-11 05:37:00,Email,Delhi,Security,Access,Access issue observed,Server-70,Low,Medium,P3,DB Team,user3,True,False,True,PRB2780,RFC2699,Azure,Hardware,Duplicate,user2,2023-10-10 06:37:00,2023-10-11 05:37:00
INC100336,Closed,False,5,0,5,False,user4,user3,2023-09-17 05:43:00,user5,2023-09-17 05:43:00,user5,2023-09-18 14:43:00,Phone,Bangalore,Application,Error,Error issue observed,Server-50,Low,High,P3,L1 Support,user3,True,False,True,PRB6052,RFC8009,GCP,Network,Cancelled,user2,2023-09-18 03:43:00,2023-09-18 14:43:00
INC100337,Resolved,False,2,1,2,True,user5,user2,2024-10-18 12:01:00,user3,2024-10-18 12:01:00,user1,2024-10-20 05:01:00,Portal,Delhi,Security,Patch,Patch issue observed,Server-18,High,High,P1,Security Team,user2,False,True,True,PRB7339,RFC1998,AWS,Software,Cancelled,user5,2024-10-19 21:01:00,2024-10-20 05:01:00
INC100338,Closed,False,2,1,5,True,user3,user5,2023-01-27 14:54:00,user1,2023-01-27 14:54:00,user4,2023-01-29 01:54:00,Email,Bangalore,Network,Latency,Latency issue observed,Server-57,Medium,Low,P2,L1 Support,user2,True,True,False,PRB6687,RFC5657,GCP,Hardware,Cancelled,user5,2023-01-28 16:54:00,2023-01-29 01:54:00
INC100339,In Progress,False,1,0,9,False,user1,user5,2024-08-17 19:20:00,user2,2024-08-17 19:20:00,user2,2024-08-18 19:20:00,Phone,Delhi,Security,Access,Access issue observed,Server-30,Low,High,P3,Network Team,user3,True,True,False,PRB6256,RFC9906,GCP,Hardware,Duplicate,user4,2024-08-17 21:20:00,2024-08-18 19:20:00
INC100340,New,True,3,3,1,False,user2,user1,2023-01-03 15:31:00,user5,2023-01-03 15:31:00,user5,2023-01-04 20:31:00,Phone,Mumbai,Network,DNS,DNS issue observed,Server-28,High,Medium,P1,DB Team,user1,True,False,True,PRB3725,RFC7849,AWS,User Error,Solved,user4,2023-01-04 00:31:00,2023-01-04 20:31:00
INC100341,Resolved,True,5,2,4,False,user5,user1,2024-07-19 20:09:00,user5,2024-07-19 20:09:00,user5,2024-07-22 07:09:00,Email,Delhi,Application,Slow Response,Slow Response issue observed,Server-43,High,High,P1,L2 Support,user3,True,False,True,PRB4121,RFC3072,AWS,User Error,Duplicate,user5,2024-07-22 01:09:00,2024-07-22 07:09:00
INC100342,In Progress,True,3,1,8,True,user4,user4,2024-07-19 13:03:00,user3,2024-07-19 13:03:00,user3,2024-07-22 05:03:00,Email,Mumbai,Infrastructure,Disk,Disk issue observed,Server-98,High,High,P1,L2 Support,user4,False,False,False,PRB3645,RFC4795,AWS,User Error,Duplicate,user1,2024-07-21 10:03:00,2024-07-22 05:03:00
INC100343,Resolved,True,2,2,7,False,user4,user4,2024-03-05 03:49:00,user4,2024-03-05 03:49:00,user2,2024-03-07 06:49:00,Email,Delhi,Database,Query Slow,Query Slow issue observed,Server-76,Medium,Low,P2,Network Team,user5,False,True,False,PRB6837,RFC5498,Azure,Network,Solved,user3,2024-03-06 18:49:00,2024-03-07 06:49:00
INC100344,In Progress,False,0,1,6,True,user2,user3,2023-09-21 23:36:00,user5,2023-09-21 23:36:00,user4,2023-09-23 02:36:00,Portal,Kolkata,Security,Vulnerability,Vulnerability issue observed,Server-13,Medium,Medium,P2,Security Team,user1,False,True,False,PRB5462,RFC6855,Azure,Software,Duplicate,user1,2023-09-22 23:36:00,2023-09-23 02:36:00
INC100345,In Progress,True,5,3,3,False,user3,user5,2023-10-22 05:11:00,user1,2023-10-22 05:11:00,user5,2023-10-25 07:11:00,Portal,Mumbai,Database,Deadlock,Deadlock issue observed,Server-61,Low,High,P3,Security Team,user3,True,True,True,PRB6959,RFC8084,Azure,Network,Duplicate,user4,2023-10-25 00:11:00,2023-10-25 07:11:00
INC100346,Resolved,True,5,1,5,True,user5,user4,2024-05-27 00:57:00,user2,2024-05-27 00:57:00,user1,2024-05-29 17:57:00,Portal,Kolkata,Network,Packet Loss,Packet Loss issue observed,Server-24,Low,Low,P3,L1 Support,user5,False,True,False,PRB2950,RFC8857,GCP,Network,Solved,user1,2024-05-29 03:57:00,2024-05-29 17:57:00
INC100347,Resolved,False,3,1,2,False,user4,user5,2024-05-17 21:01:00,user5,2024-05-17 21:01:00,user2,2024-05-19 23:01:00,Email,Kolkata,Network,Latency,Latency issue observed,Server-75,Low,Medium,P3,Security Team,user4,False,False,False,PRB7023,RFC1081,AWS,Software,Solved,user5,2024-05-19 07:01:00,2024-05-19 23:01:00
INC100348,New,True,0,1,7,False,user1,user3,2024-05-14 18:39:00,user3,2024-05-14 18:39:00,user3,2024-05-15 23:39:00,Phone,Kolkata,Database,Query Slow,Query Slow issue observed,Server-25,Medium,Medium,P2,L1 Support,user5,True,True,False,PRB4294,RFC4217,Azure,User Error,Solved,user4,2024-05-15 13:39:00,2024-05-15 23:39:00
INC100349,New,False,5,1,8,True,user1,user1,2023-05-28 19:27:00,user4,2023-05-28 19:27:00,user4,2023-05-29 06:27:00,Phone,Kolkata,Database,Query Slow,Query Slow issue observed,Server-74,High,Medium,P1,Security Team,user1,True,True,False,PRB8440,RFC7591,OnPrem,Network,Solved,user4,2023-05-29 05:27:00,2023-05-29 06:27:00
INC100350,In Progress,False,5,0,5,False,user3,user4,2023-01-30 06:58:00,user2,2023-01-30 06:58:00,user4,2023-01-31 21:58:00,Portal,Kolkata,Database,Connection,Connection issue observed,Server-64,Low,High,P3,L2 Support,user2,False,True,False,PRB5430,RFC2867,AWS,Network,Duplicate,user1,2023-01-31 10:58:00,2023-01-31 21:58:00
INC100351,Resolved,False,5,1,10,True,user4,user4,2024-05-12 02:06:00,user5,2024-05-12 02:06:00,user5,2024-05-13 05:06:00,Portal,Mumbai,Network,Packet Loss,Packet Loss issue observed,Server-54,High,Low,P1,L2 Support,user3,False,True,True,PRB6025,RFC3728,GCP,User Error,Cancelled,user1,2024-05-12 06:06:00,2024-05-13 05:06:00
INC100352,Resolved,False,5,2,7,True,user1,user2,2024-03-11 18:48:00,user2,2024-03-11 18:48:00,user4,2024-03-14 08:48:00,Email,Delhi,Security,Access,Access issue observed,Server-66,Medium,Medium,P2,Security Team,user1,True,False,True,PRB3542,RFC9824,OnPrem,Network,Cancelled,user5,2024-03-13 09:48:00,2024-03-14 08:48:00
INC100353,Closed,False,2,0,2,False,user2,user4,2024-07-13 19:03:00,user4,2024-07-13 19:03:00,user4,2024-07-15 21:03:00,Phone,Kolkata,Infrastructure,Memory,Memory issue observed,Server-84,Medium,High,P2,L2 Support,user5,True,False,False,PRB6316,RFC8499,Azure,Software,Solved,user3,2024-07-15 05:03:00,2024-07-15 21:03:00
INC100354,Closed,False,0,1,2,True,user5,user3,2024-03-26 20:22:00,user5,2024-03-26 20:22:00,user3,2024-03-30 14:22:00,Portal,Kolkata,Infrastructure,Memory,Memory issue observed,Server-64,Low,High,P3,L1 Support,user3,True,True,True,PRB6746,RFC3513,Azure,Network,Cancelled,user5,2024-03-29 19:22:00,2024-03-30 14:22:00
INC100355,Resolved,True,4,3,1,False,user2,user3,2024-02-13 19:12:00,user2,2024-02-13 19:12:00,user2,2024-02-14 16:12:00,Phone,Mumbai,Network,DNS,DNS issue observed,Server-21,High,Medium,P1,DB Team,user2,False,False,False,PRB9939,RFC1033,OnPrem,Software,Cancelled,user4,2024-02-13 20:12:00,2024-02-14 16:12:00
INC100356,In Progress,True,3,1,9,True,user1,user2,2024-09-15 07:37:00,user3,2024-09-15 07:37:00,user5,2024-09-17 11:37:00,Portal,Kolkata,Application,Crash,Crash issue observed,Server-71,Low,Medium,P3,L2 Support,user4,False,False,False,PRB2060,RFC4291,AWS,Software,Cancelled,user4,2024-09-17 00:37:00,2024-09-17 11:37:00
INC100357,In Progress,True,5,2,8,False,user3,user5,2023-07-18 07:12:00,user4,2023-07-18 07:12:00,user5,2023-07-19 04:12:00,Phone,Mumbai,Infrastructure,Disk,Disk issue observed,Server-63,Medium,Low,P2,L1 Support,user2,False,False,False,PRB3329,RFC8112,OnPrem,User Error,Cancelled,user3,2023-07-18 11:12:00,2023-07-19 04:12:00
INC100358,New,False,1,0,9,False,user2,user2,2024-11-16 20:41:00,user1,2024-11-16 20:41:00,user2,2024-11-19 23:41:00,Email,Bangalore,Network,Packet Loss,Packet Loss issue observed,Server-87,Medium,Low,P2,Network Team,user4,False,True,False,PRB3344,RFC6814,GCP,Software,Cancelled,user2,2024-11-19 18:41:00,2024-11-19 23:41:00
INC100359,Resolved,False,3,3,2,True,user4,user4,2023-10-29 10:41:00,user3,2023-10-29 10:41:00,user4,2023-10-31 16:41:00,Portal,Mumbai,Network,Latency,Latency issue observed,Server-81,High,Medium,P1,L2 Support,user4,True,True,True,PRB6915,RFC6075,Azure,Network,Duplicate,user1,2023-10-30 16:41:00,2023-10-31 16:41:00
INC100360,In Progress,False,2,1,4,True,user4,user5,2023-08-23 15:31:00,user1,2023-08-23 15:31:00,user2,2023-08-25 12:31:00,Portal,Mumbai,Infrastructure,Memory,Memory issue observed,Server-19,Medium,Medium,P2,DB Team,user4,False,True,True,PRB8219,RFC1643,AWS,Network,Solved,user4,2023-08-24 14:31:00,2023-08-25 12:31:00
INC100361,Closed,True,5,1,6,True,user3,user5,2024-08-08 19:37:00,user3,2024-08-08 19:37:00,user1,2024-08-09 10:37:00,Phone,Bangalore,Application,Error,Error issue observed,Server-29,Low,Medium,P3,L2 Support,user4,False,True,True,PRB6638,RFC7276,Azure,Network,Solved,user2,2024-08-09 06:37:00,2024-08-09 10:37:00
INC100362,Closed,True,3,2,4,False,user2,user1,2023-08-21 23:55:00,user4,2023-08-21 23:55:00,user2,2023-08-23 11:55:00,Phone,Mumbai,Network,DNS,DNS issue observed,Server-64,Medium,Low,P2,L1 Support,user3,True,False,True,PRB5133,RFC1911,AWS,Hardware,Duplicate,user4,2023-08-23 10:55:00,2023-08-23 11:55:00
INC100363,New,True,1,3,6,False,user4,user3,2024-08-18 06:46:00,user5,2024-08-18 06:46:00,user3,2024-08-21 06:46:00,Phone,Mumbai,Database,Query Slow,Query Slow issue observed,Server-73,Low,Medium,P3,L2 Support,user4,False,True,True,PRB5974,RFC6728,OnPrem,Software,Cancelled,user4,2024-08-20 06:46:00,2024-08-21 06:46:00
INC100364,New,True,5,2,2,False,user5,user5,2023-12-27 22:16:00,user2,2023-12-27 22:16:00,user4,2023-12-29 03:16:00,Email,Delhi,Database,Deadlock,Deadlock issue observed,Server-98,High,Low,P1,L1 Support,user5,True,True,False,PRB8774,RFC2667,OnPrem,Software,Duplicate,user1,2023-12-28 06:16:00,2023-12-29 03:16:00
INC100365,In Progress,False,2,0,4,True,user5,user2,2024-02-13 04:31:00,user3,2024-02-13 04:31:00,user1,2024-02-16 12:31:00,Portal,Bangalore,Application,Error,Error issue observed,Server-39,Low,High,P3,Network Team,user1,False,False,True,PRB4448,RFC4577,GCP,Network,Duplicate,user3,2024-02-16 01:31:00,2024-02-16 12:31:00
INC100366,Resolved,True,5,3,10,False,user4,user3,2024-06-02 04:58:00,user5,2024-06-02 04:58:00,user1,2024-06-02 16:58:00,Phone,Mumbai,Infrastructure,CPU,CPU issue observed,Server-11,High,High,P1,L1 Support,user2,False,True,False,PRB1280,RFC5148,Azure,User Error,Duplicate,user3,2024-06-02 09:58:00,2024-06-02 16:58:00
INC100367,Resolved,False,5,0,4,True,user3,user1,2023-06-16 21:29:00,user2,2023-06-16 21:29:00,user4,2023-06-18 09:29:00,Phone,Delhi,Database,Deadlock,Deadlock issue observed,Server-46,Medium,Low,P2,Security Team,user2,False,True,True,PRB1866,RFC6012,OnPrem,Software,Solved,user2,2023-06-17 19:29:00,2023-06-18 09:29:00
INC100368,New,True,4,0,8,True,user1,user4,2023-03-14 06:27:00,user3,2023-03-14 06:27:00,user3,2023-03-14 17:27:00,Portal,Bangalore,Security,Vulnerability,Vulnerability issue observed,Server-36,Medium,Medium,P2,DB Team,user4,False,True,True,PRB2297,RFC5191,OnPrem,Software,Solved,user4,2023-03-14 14:27:00,2023-03-14 17:27:00
INC100369,In Progress,True,3,1,1,True,user5,user4,2023-05-13 21:00:00,user1,2023-05-13 21:00:00,user1,2023-05-16 01:00:00,Email,Delhi,Infrastructure,Disk,Disk issue observed,Server-30,Medium,High,P2,DB Team,user1,True,True,False,PRB5813,RFC1027,GCP,Software,Cancelled,user2,2023-05-15 10:00:00,2023-05-16 01:00:00
INC100370,In Progress,False,0,2,10,True,user1,user4,2024-07-13 05:17:00,user3,2024-07-13 05:17:00,user5,2024-07-15 14:17:00,Phone,Delhi,Security,Vulnerability,Vulnerability issue observed,Server-84,Low,Low,P3,L2 Support,user5,True,True,False,PRB2152,RFC8381,AWS,Network,Duplicate,user4,2024-07-14 16:17:00,2024-07-15 14:17:00
INC100371,Closed,False,5,1,10,True,user2,user4,2024-09-23 08:48:00,user1,2024-09-23 08:48:00,user3,2024-09-25 23:48:00,Phone,Mumbai,Network,Packet Loss,Packet Loss issue observed,Server-96,High,High,P1,DB Team,user5,False,False,True,PRB3209,RFC6126,Azure,User Error,Duplicate,user1,2024-09-25 01:48:00,2024-09-25 23:48:00
